chr	start	end	lnc
chr1	147767286	147769663	lnc-GPR89B-5
chr12	27258083	27314326	lnc-C12orf71-1
chr6	147708799	147711601	lnc-STXBP5-1
chr9	98773316	98790268	LINC00092
chr10	33247294	33398524	lnc-C10orf68-1
chr10	89092660	89117639	LINC00863
chrY	24997730	24998862	TTTY17A
chr9	88400636	88420553	lnc-AGTPBP1-2
chr1	236105852	236107105	lnc-NID1-2
chr14	70935597	70950473	lnc-ADAM20-2
chr4	58357555	58361399	lnc-POLR2B-3
chr14	62182275	62217815	lnc-TMEM30B-5
chr21	32996535	33032329	lnc-SCAF4-1
chr5	66928093	66942617	lnc-CD180-3
chr8	131604339	131667958	lnc-ADCY8-2
chr6	58287825	58513860	lnc-BAG2-7
chrX	70983139	70987054	lnc-NHSL2-1
chr12	126468247	126470780	lnc-TMEM132B-1
chr11	13866408	13892163	lnc-PTH-1
chr6	143109259	143115223	lnc-AIG1-3
chrX	72001688	72002484	lnc-PHKA1-4
chr2	11534106	11543203	LINC00570
chr5	177228204	177230345	lnc-FAM153A-1
chr14	69649736	69680809	lnc-DCAF5-1
chr2	224363490	224369329	lnc-KCNE4-2
chr6	121711035	121712027	lnc-GJA1-1
chr4	13779000	13783781	lnc-BOD1L-1
chr10	57228086	57228982	lnc-MTRNR2L5-2
chr12	3150602	3154116	lnc-TEAD4-1
chr12	132671183	132674250	lnc-GALNT9-1
chr2	64871745	64873832	lnc-AFTPH-3
chr2	96472799	96492729	LINC00342
chr2	118889703	118944032	lnc-CCDC93-2
chr14	83252345	83262565	lnc-SEL1L-4
chr8	64681987	64698058	LINC01289
chr7	81157718	81191099	lnc-HGF-2
chr2	61050071	61108557	LINC01185
chr2	113348372	113349516	lnc-CHCHD5-1
chr15	32806172	32829127	lnc-RP11-632K20.1.1-1
chr4	8356816	8362270	lnc-ACOX3-1
chr7	119781069	119783050	lnc-TSPAN12-3
chr5	161985690	162050467	lnc-NUDCD2-4
chr20	25844904	25848315	lnc-FAM182A-3
chr8	96517633	96539752	lnc-PLEKHF2-1
chr2	208526977	208543847	lnc-CCNYL1-1
chr6	98657895	98662559	lnc-POU3F2-3
chr11	115453014	115477024	lnc-FAM55B-5
chr9	20682713	20684749	FOCAD-AS1
chr4	188329694	188337128	lnc-ZFP42-5
chr15	94442472	94527379	LINC01580
chr5	178930322	178942580	lnc-HNRNPH1-3
chr11	13076161	13156386	lnc-BTBD10-1
chr20	32602774	32605555	lnc-EIF2S2-1
chr17	78940038	78945013	lnc-AC127496.3-5
chrX	134555867	134562420	lnc-ZNF449-3
chr6	8652369	8657660	HULC
chr13	88795121	88888337	lnc-SLITRK5-5
chr5	172989480	173000202	lnc-CPEB4-6
chr9	27102627	27104726	lnc-TEK-1
chr14	70833570	70839810	lnc-ADAM21-2
chr2	69927323	69940979	lnc-AAK1-1
chr15	30763456	30799826	lnc-AC026150.9.1-2
chr3	155008017	155011564	lnc-PLCH1-1
chr6	28827401	28833665	LINC01623
chr11	98547120	98554465	lnc-CNTN5-1
chr8	115294143	115317850	lnc-RP11-67H2.1.1-1
chr12	86352464	86354725	lnc-NTS-1
chr2	739437	766361	lnc-SNTG2-2
chr11	134931674	134945793	lnc-B3GAT1-3
chr12	34175215	34199352	lnc-SYT10-2
chr7	156850402	156851208	lnc-MNX1-1
chr12	59759998	59804952	lnc-RP11-272B17.2.1-1
chr10	64098436	64134886	lnc-RTKN2-2
chr11	108873191	108908694	lnc-EXPH5-1
chr6	125896557	126070541	lnc-HDDC2-5
chr1	155531771	155591119	ASH1L-AS1
chr14	60789390	60794458	lnc-PPM1A-1
chr7	45500310	45581781	lnc-ADCY1-1
chr5	135465187	135470579	SMAD5-AS1
chr12	130336752	130343928	lnc-RIMBP2-5
chr22	22550381	23248831	lnc-POM121L1P-6
chr4	62285963	62293939	lnc-TECRL-5
chr8	130902710	130914004	lnc-EFR3A-5
chr21	39578249	39580738	DSCR10
chr12	73552969	73602097	lnc-TRHDE-2
chr10	75006751	75036742	DNAJC9-AS1
chr14	106742892	106744975	lnc-KIAA0125-7
chr10	47556164	47566804	lnc-ANTXRL-4
chr5	127039081	127277326	lnc-CTXN3-2
chr2	59444842	59506535	lnc-VRK2-6
chr8	20164454	20273624	lnc-ATP6V1B2-3
chr3	187650551	187664009	lnc-BCL6-2
chr11	34592422	34595529	lnc-EHF-2
chr12	82906455	82909596	lnc-C12orf26-1
chr11	29467033	29478940	lnc-FSHB-4
chr9	89028899	89029579	lnc-NAA35-3
chr7	19393156	19618229	lnc-HDAC9-5
chr2	74213652	74220867	lnc-TET3-1
chr3	112021320	112051638	lnc-CD200-1
chr3	193698402	193723887	lnc-HES1-5
chr8	106838797	106846266	lnc-ZFPM2-1
chr14	106435818	106438358	lnc-AL901608.1-4
chr12	128884522	128889359	lnc-GLT1D1-3
chr20	38632623	38672531	LINC01370
chr13	44118053	44122192	ENOX1-AS1
chr11	7244163	7252094	lnc-SYT9-1
chr20	29638245	29641792	lnc-FRG1B-1
chr5	173069521	173085197	lnc-CPEB4-3
chr7	1731391	1732110	lnc-AC074389.6.1-1
chr5	89648853	89652426	lnc-CETN3-2
chr8	83426802	83589412	lnc-SNX16-2
chr5	124718551	124719148	lnc-ZNF608-11
chr13	96067344	96186165	CLDN10-AS1
chr11	87429245	87430303	lnc-RAB38-2
chr14	93372041	93373827	lnc-ITPK1-1
chr9	99915508	100000990	lnc-CTSL2-5
chr2	195868434	195891094	lnc-DNAH7-2
chr12	34302773	34315173	lnc-ALG10-2
chr12	50254989	50259585	lnc-AQP2-2
chr21	33944547	33948191	lnc-TCP10L-1
chr5	175564159	175584083	lnc-FAM153B-2
chr8	82797611	82835484	lnc-CHMP4C-4
chr12	27688272	27705706	lnc-MANSC4-4
chr14	19932011	19972292	LINC01297
chr9	117159003	117160783	lnc-AKNA-1
chr11	64650292	64660921	MIR194-2HG
chr10	64049279	64064947	lnc-ZNF365-1
chr1	9241608	9258925	lnc-H6PD-1
chr4	4034896	4076780	lnc-ZBTB49-2
chr1	166445008	166459276	lnc-FAM78B-2
chr9	92782935	92803781	MIR4290HG
chr6	52011611	52016223	LINCMD1
chr5	81147419	81148020	lnc-ATG10-3
chr10	3274537	3299402	lnc-PITRM1-1
chr12	97666469	97669987	lnc-CDK17-5
chr6	160693648	160697162	lnc-SLC22A3-1
chr9	70621862	70648248	lnc-CBWD5-4
chr6	41836359	41837469	lnc-BYSL-1
chr12	82347497	82386912	lnc-C12orf26-2
chr12	65411247	65447904	lnc-LEMD3-5
chr9	44823712	44835521	lnc-RP11-160N1.10.1-1
chr8	87719774	87830786	lnc-CNBD1-1
chr20	48884022	48903572	LINC01272
chr14	88100722	88121638	lnc-GALC-4
chr1	188874818	189006393	LINC01035
chr12	132131657	132132666	lnc-DDX51-7
chr9	8936078	8963077	lnc-KDM4C-9
chr14	21492330	21497430	lnc-RP11-998D10.1.1-1
chr2	64557619	64559265	lnc-PELI1-4
chr22	22345495	22398332	lnc-TOP3B-1
chr8	2376123	2379308	lnc-MYOM2-3
chr14	96321884	96332801	lnc-TCL1A-1
chr8	93646855	93737339	lnc-C8orf83-1
chr14	19605327	19646644	lnc-POTEG-3
chr7	6655247	6661180	lnc-ZNF853-1
chr9	115758811	115812323	lnc-ZFP37-1
chr10	106083121	106086762	lnc-GSTO2-1
chr15	94133095	94304028	lnc-MCTP2-18
chr5	54168	140025	lnc-PLEKHG4B-1
chrX	9217959	9243246	lnc-TBL1X-1
chr11	95215569	95230717	lnc-CEP57-2
chr20	61797379	61812255	lnc-YTHDF1-2
chr12	130904079	130905564	lnc-STX2-4
chr3	139556061	139578736	lnc-CLSTN2-2
chr8	25634194	25634972	lnc-CDCA2-2
chr13	19433966	19434882	lnc-RP11-408E5.4.1-7
chr17	66097695	66157623	LINC00674
chr9	75486643	75489025	LINC01474
chr11	37960150	37976213	lnc-C11orf74-1
chr9	44256188	44263319	lnc-FAM75A6-3
chr5	114366969	114367591	lnc-TRIM36-3
chr1	37728339	37790701	lnc-MEAF6-2
chr7	62840843	62846167	lnc-ZNF680-7
chr16	26596075	26606134	lnc-NSMCE1-4
chr17	11464472	11467380	lnc-SHISA6-1
chr3	11760914	11770816	lnc-ATG7-2
chr13	99833814	99853174	UBAC2-AS1
chr7	39893116	39894854	lnc-CDK13-1
chr7	1748723	1786719	lnc-AC110781.3.1-1
chr8	132320761	132330809	lnc-EFR3A-1
chr5	90522291	90522888	lnc-ARRDC3-4
chr3	182362001	182373668	lnc-ATP11B-3
chrX	1851476	1874878	lnc-ASMT-3
chr17	21142182	21156722	lnc-C17orf103-1
chr14	95873601	95876427	LINC00341
chr12	6502646	6505314	lnc-LTBR-1
chr6	170188885	170201611	LINC00242
chr5	114539534	114541945	lnc-PGGT1B-1
chr17	19321801	19327670	lnc-RNF112-2
chr1	154374803	154379040	lnc-SHE-2
chr1	107360860	107383904	lnc-PRMT6-1
chr11	100554840	100558686	lnc-PGR-1
chr14	104842866	104845288	lnc-RP11-614O9.3.1-1
chr5	77238580	77242262	lnc-AP3B1-1
chr15	92076120	92078325	lnc-SV2B-2
chr14	51903215	52066758	FRMD6-AS2
chr22	20336865	20341114	lnc-GGTLC3-1
chr12	66421504	66424846	lnc-LLPH-1
chr5	157602403	157627024	lnc-LSM11-2
chr8	29763250	29766472	lnc-LEPROTL1-2
chr17	67957824	67984421	LINC01497
chr4	126597872	126673948	lnc-FAT4-1
chr5	4967876	4970538	lnc-MED10-10
chr4	1021465	1022760	lnc-FGFRL1-1
chr5	127075229	127075979	lnc-CTXN3-1
chr1	181205523	181207740	lnc-IER5-2
chr10	39006325	39012607	lnc-ZNF37A-5
chr6	115954705	115955355	lnc-FRK-2
chr12	5497754	5515817	lnc-NTF3-1
chr2	232253686	232259764	lnc-B3GNT7-1
chr2	175352062	175355036	lnc-SCRN3-1
chr3	187455923	187463250	lnc-RP11-211G3.3.1-1
chr12	115206478	115209656	lnc-RP11-116D17.1.1-9
chr11	17716568	17719018	lnc-MYOD1-1
chr1	8865918	8867110	lnc-CA6-2
chr6	142454226	142456288	lnc-GJE1-1
chr8	142400038	142402674	lnc-GPR20-2
chr5	103415611	103443042	lnc-C5orf30-1
chr5	67096567	67185924	lnc-CD180-6
chr8	70087813	70090424	lnc-SLCO5A1-4
chr2	105022961	105035698	lnc-POU3F3-5
chr13	104077549	104080035	LINC01309
chr8	17763264	17773919	lnc-PCM1-1
chr12	5425126	5428513	lnc-NTF3-2
chr5	75377770	75380011	lnc-POC5-2
chr5	177433440	177446907	lnc-PROP1-1
chr11	3490548	3552558	lnc-ART1-3
chr5	159125595	159188068	lnc-PWWP2A-2
chr12	86396129	87232905	lnc-MGAT4C-1
chr6	30734601	30762101	HCG20
chr1	165567005	165592568	lnc-MGST3-1
chr11	45408765	45535352	lnc-SYT13-3
chr2	31752011	31788534	lnc-EHD3-3
chr5	18965969	19142455	lnc-CDH18-3
chr1	147762994	147769378	lnc-NBPF24-4
chr5	124165164	124165983	lnc-RP11-43D2.2.1-6
chr20	24472107	24482981	lnc-C20orf3-3
chr5	85630841	85631626	lnc-COX7C-5
chr11	29540622	29574186	lnc-FSHB-3
chr2	164606082	165208733	lnc-FIGN-1
chr21	34484004	34496009	lnc-C21orf54-1
chr1	236121178	236135125	lnc-NID1-1
chr2	188577542	189249040	LINC01090
chr1	182031811	182038388	lnc-ZNF648-1
chr12	16846733	16848911	lnc-MGST1-1
chr11	58645774	58660933	lnc-GLYATL1-1
chr4	121992583	122001631	lnc-AC079341.1-3
chr7	331145	334388	lnc-FAM20C-2
chr12	24716924	24737102	LINC00477
chr11	43965336	43968756	lnc-ALX4-3
chr2	52827799	53161747	lnc-ASB3-1
chr14	19858666	19941024	lnc-POTEM-3
chr7	116203647	116254874	LINC01510
chr22	21532180	21534164	lnc-GGT2-1
chr8	74271147	74275023	lnc-RDH10-1
chr1	158160754	158173667	lnc-CD1B-1
chr3	114403426	114406456	ZBTB20-AS2
chr12	1609690	1616484	LINC00942
chr3	149794461	149824533	lnc-PFN2-1
chr3	152557178	152559228	lnc-P2RY1-1
chr5	166591938	166595406	lnc-PANK3-10
chr6	130802	148159	LINC00266-3
chr20	29507940	29524644	LINC01597
chrY	27874636	27879535	TTTY3
chr1	147628426	147630473	lnc-GPR89B-2
chr9	23490689	23672706	lnc-ELAVL2-1
chr5	121964645	122066380	lnc-PPIC-3
chr20	45528083	45530387	lnc-TP53RK-1
chr8	81949198	81953066	lnc-FABP5-4
chr8	121925304	122197029	lnc-MTBP-2
chrX	70939765	70940650	lnc-ACRC-2
chr1	15725613	15736301	lnc-CASP9-1
chrX	90562779	90563877	lnc-PABPC5-1
chr4	175056205	175075788	lnc-FBXO8-3
chr11	76365212	76367756	lnc-LRRC32-1
chr2	195208992	195284369	lnc-SLC39A10-5
chr8	73108568	73114504	lnc-RP11-383H13.1.1-1
chr13	64320873	64325213	lnc-AL445989.1-1
chr8	37458054	37483391	lnc-RP11-150O12.3.1-2
chr6	92338757	92456867	CASC6
chr8	31354938	31356128	lnc-NRG1-1
chr4	34103546	34336971	lnc-ARAP2-5
chr11	69231583	69259734	lnc-ORAOV1-3
chr5	14651754	14653492	lnc-FAM105B-1
chr10	116524546	116539662	lnc-FAM160B1-1
chr8	34085956	34204249	lnc-MAK16-3
chr8	59004000	59018853	lnc-CYP7A1-2
chr7	23931322	23936954	lnc-TRA2A-2
chr22	32669406	32673173	lnc-RFPL3-2
chr6	37514327	37515490	lnc-AL353597.1-14
chr21	19394686	19487222	lnc-TMPRSS15-2
chr21	26212863	26442219	lnc-JAM2-5
chr11	59792380	59798550	lnc-PLAC1L-1
chr7	63360684	63385546	lnc-ZNF727-6
chr5	81841680	81842129	lnc-RPS23-2
chr10	91579246	91600622	LINC00865
chr14	92719836	92730000	lnc-NDUFB1-1
chr12	25164348	25173827	lnc-LRMP-1
chr8	58192101	58197290	LINC00588
chr3	8613467	8616354	LINC00312
chr5	17354018	17355008	lnc-BASP1-1
chr21	14918353	14930782	lnc-POTED-1
chr5	81882594	81883230	lnc-RPS23-3
chr8	57552459	57569024	lnc-PENK-3
chr1	48226803	48231219	lnc-RP11-543D5.3.1-2
chr14	85853618	85855109	lnc-RP11-497E19.2.1-2
chr1	209541006	209553035	lnc-CAMK1G-2
chr14	63779548	63785593	lnc-PPP2R5E-1
chr10	89351363	89365781	lnc-ATAD1-3
chr20	42418583	42455002	lnc-MYBL2-1
chr1	57852247	57853122	lnc-C8A-3
chr2	160471804	160475539	lnc-MARCH7-1
chr13	101591774	101596758	LINC00411
chr2	68588345	68592716	lnc-CNRIP1-1
chr4	124666077	124666828	lnc-NUDT6-2
chr3	182216051	182224912	lnc-DCUN1D1-4
chr8	92555151	92919847	lnc-RUNX1T1-3
chr5	33229840	33255659	lnc-TARS-1
chr13	19978748	19979239	lnc-TPTE2-2
chr7	30550304	30634425	lnc-GGCT-1
chr6	93780104	93813102	lnc-MANEA-4
chr11	33826313	33827187	lnc-AC132216.1-2
chr4	28998145	29016216	lnc-PCDH7-11
chr8	19536082	19547041	lnc-INTS10-2
chr8	76079938	76088891	lnc-JPH1-6
chr14	91033838	91036320	lnc-CALM1-3
chr4	56686168	56703548	lnc-EXOC1-1
chr8	8413247	8418475	lnc-PRAGMIN.1-4
chr12	117037074	117041390	lnc-MAP1LC3B2-3
chr11	15723508	15780444	lnc-SOX6-2
chr9	39384502	39405302	lnc-CNTNAP3-2
chr4	11470873	11479820	lnc-DRD5-9
chr8	25691644	25697651	lnc-EBF2-1
chr1	27783708	27786093	lnc-GPR3-1
chr11	38670407	38676802	lnc-C11orf74-4
chr1	209320611	209328446	lnc-LAMB3-3
chr1	180875786	180879637	lnc-KIAA1614-1
chr8	134787793	134789595	lnc-ST3GAL1-2
chr22	27610621	27622760	lnc-MN1-6
chr6	40681149	40683102	lnc-LRFN2-4
chr13	23425911	23428277	lnc-SGCG-7
chr9	69082535	69108793	lnc-FOXD4L6-3
chr11	15593364	15645188	lnc-SOX6-7
chr1	112281228	112296167	FAM212B-AS1
chr3	117723665	118529646	lnc-LSAMP-5
chr11	61844748	61849656	lnc-FTH1-2
chr4	63994028	64009599	lnc-LPHN3-5
chr1	234663636	234667538	LINC01354
chr21	45904860	45922501	lnc-C21orf90-5
chr5	163546103	163661103	lnc-NUDCD2-3
chr7	86780446	86783009	lnc-C7orf23-1
chr8	32785483	32994917	lnc-NRG1-2
chr6	112797739	112802838	lnc-LAMA4-2
chr1	238439136	238450316	lnc-RYR2-1
chr4	107279554	107288359	lnc-TBCK-2
chr9	124646655	124726009	TTLL11-IT1
chr14	80359422	80440512	lnc-DIO2-1
chr2	134311885	134315798	lnc-MGAT5-1
chr2	206949328	206952574	lnc-EEF1B2-2
chr4	120956187	120961770	lnc-MAD2L1-1
chrX	27029731	27417114	lnc-DCAF8L1-2
chr8	127011237	127013245	lnc-FAM84B-5
chr19	8374176	8384444	lnc-RPS28-1
chr14	20006912	20010958	lnc-OR4N2-3
chr9	84542935	84592004	lnc-FAM75B-1
chr1	172876039	172876824	lnc-FASLG-1
chr15	28982728	29024285	lnc-APBA2-1
chr5	173001286	173003278	lnc-CPEB4-5
chr4	28375597	28631973	lnc-STIM2-12
chr21	36508934	36511519	lnc-CLIC6-3
chr11	67776908	67797928	lnc-UNC93B1-1
chr10	28721936	28784742	lnc-MPP7-2
chr10	134324735	134331925	lnc-STK32C-3
chr9	138326616	138372623	PPP1R26-AS1
chr7	53723201	53879633	LINC01446
chr5	124704260	124704842	lnc-RP11-43D2.2.1-15
chr16	89958600	89987429	lnc-MC1R-1
chr12	131295150	131296983	lnc-RAN-1
chr2	67131567	67198598	lnc-MEIS1-5
chr2	1576325	1584083	lnc-PXDN-2
chr8	25528154	25545040	lnc-CDCA2-1
chr14	40855455	40855998	lnc-CTAGE5-2
chr5	57047018	57047544	lnc-ACTBL2-2
chr15	94425720	94651167	LINC01581
chr13	61491134	61515902	LINC01442
chr14	49524430	49544223	lnc-RPS29-2
chr2	239628964	239649421	lnc-TWIST2-1
chr5	108803053	108803653	lnc-MAN2A1-9
chr14	84515174	84522027	lnc-SEL1L-8
chr3	125526708	125709380	lnc-ALG1L-2
chr2	114435278	114461655	lnc-SLC35F5-1
chr3	18031514	18037036	lnc-PLCL2-2
chr12	25984349	25987116	lnc-IFLTD1-3
chr6	37511328	37515056	lnc-CCDC167-1
chr5	13175957	13179684	lnc-TRIO-3
chr2	229347976	229476111	lnc-PID1-2
chr14	29445041	29448130	lnc-PRKD1-5
chr3	151515271	151526037	lnc-AADAC-1
chr6	11417366	11516747	lnc-TMEM170B-2
chr12	22696757	22773468	lnc-ETNK1-1
chr8	65713792	65730130	lnc-CYP7B1-1
chr3	38486376	38496943	ACVR2B-AS1
chr7	44059559	44065967	lnc-SPDYE1-1
chr6	19043979	19061067	lnc-RNF144B-2
chr14	88277325	88304683	lnc-GPR65-4
chr5	84408159	84408574	lnc-EDIL3-1
chr7	62849185	62854035	lnc-ZNF680-6
chr8	20513201	20557645	lnc-LZTS1-1
chr9	22238191	22876945	LINC01239
chr5	134456215	134475371	lnc-CATSPER3-1
chr12	15966426	15981208	lnc-SLC15A5-1
chr20	30073580	30075377	LINC00028
chr11	32154244	32165228	lnc-RCN1-1
chr5	31744094	31744558	lnc-DROSHA-2
chr5	121652433	121659055	lnc-LOX-2
chr11	76386122	76414239	lnc-TSKU-3
chr22	23035262	23045463	lnc-POM121L1P-1
chr14	62144351	62162559	lnc-TMEM30B-4
chr8	127486433	127504841	lnc-POU5F1B-7
chr3	184474176	184490943	lnc-MAGEF1-1
chr11	94245631	94265289	lnc-PIWIL4-3
chr11	133905726	133907002	lnc-IGSF9B-1
chr22	41565193	41593505	EP300-AS1
chr15	95577612	95578966	lnc-AC016251.1-10
chr14	42052231	42076237	lnc-FBXO33-2
chr4	119990478	119991452	lnc-RP11-455G16.1.1-2
chr5	123805283	123805594	lnc-RP11-43D2.2.1-8
chr6	24742529	24752149	lnc-GMNN-2
chr10	61348907	61371006	lnc-PHYHIPL-3
chr8	94846681	94858971	lnc-RBM12B-1
chr2	57419953	57425788	lnc-VRK2-4
chr10	70237511	70240521	lnc-SLC25A16-1
chrX	3847412	3855896	lnc-RP11-706O15.1.1-3
chr11	134541319	134541918	lnc-B3GAT1-1
chr5	25404841	25446034	lnc-CDH10-6
chr5	115389706	115394634	lnc-COMMD10-1
chr12	91011535	91016599	lnc-C12orf12-3
chr11	38520544	38521736	lnc-C11orf74-3
chr14	71679349	71684933	lnc-PCNX-3
chr11	12088475	12094561	lnc-MICAL2-2
chr1	183418840	183441985	SMG7-AS1
chr21	32931536	32942035	lnc-SOD1-3
chr8	22925741	22941132	lnc-TNFRSF10C-1
chr6	78400541	78470871	lnc-IRAK1BP1-2
chr10	131567107	131567699	lnc-MGMT-1
chr21	38338368	38348726	lnc-DSCR6-1
chr12	44112795	44117803	lnc-PUS7L-1
chr10	38265752	38293431	lnc-ZNF33A-1
chr13	46626627	46692512	CPB2-AS1
chr8	15830823	15857833	lnc-TUSC3-1
chr2	192074178	192110901	lnc-STAT4-1
chr8	54427729	54428465	lnc-RGS20-1
chr1	211889269	211898744	lnc-LPGAT1-1
chrX	133733458	133831665	lnc-HPRT1-8
chr6	47697562	47708477	lnc-C6orf138-1
chr1	248855268	248862411	lnc-OR2G6-3
chr14	70918873	70924555	lnc-ADAM21-1
chr3	128679209	128684200	lnc-RAB43-1
chr5	82308103	82308928	lnc-TMEM167A-1
chr10	24536207	24540350	lnc-ARHGAP21-1
chr3	24729409	25215860	lnc-RARB-1
chr13	64402901	64650177	LINC00355
chr10	38933912	39022206	lnc-SEPT7L-2
chr4	139845083	139845386	lnc-ELF2-1
chr1	84255962	84267148	lnc-PRKACB-1
chr13	111748184	111758237	LINC00368
chr15	85141039	85177246	lnc-WDR73-10
chr14	101511493	101518132	MIR381HG
chr5	115910177	115927094	lnc-COMMD10-3
chr11	45755544	45757317	lnc-CHST1-2
chr4	13547431	13549664	LINC01096
chr8	142288326	142302961	lnc-RP11-10J21.3.1-1
chr1	5146518	5150959	lnc-NPHP4-2
chr6	166650456	166670435	lnc-FGFR1OP-4
chr6	29465285	29478333	lnc-OR2H1-7
chr20	36305311	36312162	lnc-CTNNBL1-1
chr6	76066929	76168616	lnc-SENP6-2
chr8	86776918	86804581	lnc-REXO1L2P-1
chr9	113875605	114047175	lnc-OR2K2-1
chr3	195382435	195384798	lnc-APOD-1
chrX	145895623	145896244	lnc-IDS-6
chr20	61002878	61022677	lnc-RPS21-2
chr2	110744159	110753991	LINC01123
chr22	18927008	18935205	lnc-DGCR6-1
chr8	103866682	103868303	lnc-KB-1507C5.2.1-1
chr8	20798938	20807686	lnc-ATP6V1B2-4
chr8	34086512	34106464	lnc-DUSP26-3
chrX	34224841	34433654	lnc-FAM47A-1
chr8	71383346	71392858	lnc-NCOA2-1
chr8	69760976	69764998	lnc-RP11-664D7.4.1-2
chr2	17151300	17155764	lnc-VSNL1-3
chr14	54937426	54937936	lnc-CGRRF1-1
chr6	166511206	166513125	lnc-FGFR1OP-6
chr14	62278691	62570139	lnc-SYT16-3
chr8	56438733	56446632	lnc-XKR4-1
chr8	74332238	74353761	STAU2-AS1
chr12	88189509	88195805	lnc-C12orf29-2
chr14	86481029	86529304	lnc-GALC-7
chr3	109366953	109529708	lnc-TRAT1-6
chr4	8747122	8749394	lnc-HMX1-1
chr1	48231307	48459884	lnc-RP11-543D5.3.1-1
chr10	35508821	35519526	lnc-CUL2-2
chr8	58256345	58277416	lnc-FAM110B-5
chr5	150537666	150538057	lnc-ANXA6-1
chr20	52224623	52251129	lnc-TSHZ2-2
chr13	66715499	66806206	lnc-PCDH9-1
chr14	21558545	21560491	lnc-ARHGEF40-1
chr1	112719594	112903229	lnc-ST7L-2
chr12	9400251	9420709	lnc-PZP-2
chr11	86414140	86425134	lnc-PRSS23-3
chr15	29967042	29980057	lnc-GOLGA8J-3
chr7	104534991	104575139	LHFPL3-AS2
chr14	102092731	102197643	lnc-HSP90AA1-6
chr1	41134653	41157933	NFYC-AS1
chr12	95781665	95782334	lnc-RP11-167N24.6.1-2
chr1	187610357	187612992	lnc-PLA2G4A-3
chr1	222001007	222014040	lnc-DUSP10-1
chr2	217469493	217475925	lnc-IGFBP2-1
chr8	81970757	81979979	lnc-FABP5-3
chr13	21872479	21876009	lnc-AL136219.1-3
chr15	77713043	77776947	lnc-PEAK1.1-2
chr12	73597594	73600615	lnc-ZFC3H1-9
chr13	34231572	34234065	lnc-RFC3-1
chr2	111953539	111964071	lnc-BCL2L11-1
chr14	87790096	87798734	lnc-RP11-322L20.1.1-6
chr5	85144319	85145017	lnc-COX7C-6
chr12	9399092	9439851	lnc-KLRG1-3
chr15	94425310	94429972	lnc-MCTP2-5
chr5	25126413	25190765	lnc-CDH10-4
chr11	44716412	44717851	lnc-TP53I11-4
chr13	103532285	103533517	lnc-ERCC5-1
chr9	97094757	97123230	lnc-HIATL1-3
chr12	5127630	5130879	lnc-KCNA5-2
chr1	143154492	143169960	lnc-RP3-377D14.1.1-5
chr4	127336820	127876561	lnc-MFSD8-6
chrX	56644823	56650891	lnc-UBQLN2-1
chr6	26521771	26528881	HCG11
chr12	31458280	31522235	lnc-FAM60A-1
chr3	114164367	114248299	lnc-TIGIT-3
chr11	134815477	134846593	lnc-B3GAT1-2
chr9	43184022	43189411	lnc-ANKRD20A3-3
chr8	5363589	5366648	lnc-CSMD1-5
chr5	157683144	157685444	lnc-LSM11-3
chr1	230011296	230027825	lnc-TAF5L-2
chr1	1072396	1079436	LINC01342
chr5	4033825	4041877	lnc-IRX2-7
chr9	132044694	132075915	lnc-PPP2R4-3
chr3	63263814	63266190	lnc-CADPS-1
chr4	45011556	45053669	lnc-GUF1-1
chr13	52026502	52126500	INTS6-AS1
chr1	204595902	204598840	lnc-MDM4-2
chr11	41416144	41448054	lnc-API5-6
chr10	131984444	131985130	lnc-GLRX3-1
chr17	33614	41378	lnc-DOC2B-1
chr8	137501675	137542119	lnc-KHDRBS3-8
chr5	67670592	67671120	lnc-PIK3R1-2
chr11	5959980	5966214	lnc-OR56A3-1
chr22	43796336	43805734	lnc-MPPED1-1
chr17	53348864	53351014	lnc-MMD-4
chr4	139219707	139233967	LINC00498
chr12	3409528	3454218	lnc-TSPAN9-1
chr8	60513936	60526334	lnc-RAB2A-3
chr6	41997790	41999120	lnc-TAF8-1
chr9	41529582	41550457	lnc-FAM75A4-1
chr1	149691431	149699958	lnc-HIST2H2BF-1
chr13	111618373	111643222	LINC00431
chr14	20942947	20945248	lnc-TMEM55B-1
chr14	40856761	40858344	lnc-CTAGE5-3
chr4	141204877	141294557	SCOC-AS1
chr8	39412109	39416173	lnc-ADAM18-2
chr7	523743	535755	lnc-PDGFA-1
chr10	96928579	96990901	lnc-PDLIM1-1
chr9	23894987	23898054	lnc-ELAVL2-2
chr5	84725519	84726002	lnc-COX7C-9
chr1	149372291	149379646	lnc-HIST2H3PS2-1
chr5	6310553	6339997	lnc-MED10-2
chr5	124705857	124706617	lnc-ZNF608-10
chr8	126522444	126545862	lnc-TRIB1-1
chr14	21576201	21584862	lnc-C14orf176-1
chr2	220992266	221077212	lnc-SLC4A3-6
chr20	21591424	21684223	lnc-NKX2-2-1
chr5	180708366	180755196	lnc-AC138035.1-2
chr8	58173784	58179172	lnc-FAM110B-7
chr13	48399464	48509188	LINC00444
chr1	149576590	149577296	lnc-FAM72C-1
chr12	131135915	131153778	lnc-RAN-4
chr2	2898819	3129798	LINC01250
chr10	46310875	46312772	lnc-AGAP4-1
chr9	77567299	77612296	C9orf41-AS1
chr5	159203778	159298391	lnc-PWWP2A-1
chr4	105478116	105490034	lnc-TET2-3
chr21	26541744	26706139	lnc-MRPL39-6
chr15	93124019	93143775	lnc-C15orf32-1
